"名称","個別医薬品コード","長径","短径","直径","厚さ"
"オキサトミド錠30mg「サワイ」","4490005F1603","","","6.0mm","2.5mm"
"アレギサール錠10mg","4490011F1021","","","6.5mm","約2.3mm"
"ペミラストン錠10mg","4490011F1030","","","6.4mm","2.3mm"
"ペミロラストK錠10mg「NIG」","4490011F1129","","","6.5mm","2.1mm"
"アレギサール錠5mg","4490011F2028","","","6.0mm","約2.4mm"
"ペミラストン錠5mg","4490011F2036","","","6.0mm","2.4mm"
"ペミロラストK錠5mg「NIG」","4490011F2125","","","6.0mm","2.4mm"
"ドメナン錠100mg","4490012F1026","約8.2mm","","","約3.6mm"
"ドメナン錠200mg","4490012F2022","約9.2mm","","","約4.1mm"
"エピナスチン塩酸塩錠10mg「ケミファ」","4490014F1211","","","6.6mm","3.2mm"
"エピナスチン塩酸塩錠10mg「YD」","4490014F1238","","","約6mm","約3.1mm"
"エピナスチン塩酸塩錠10mg「サワイ」","4490014F1246","","","6.6mm","3.2mm"
"エピナスチン塩酸塩錠10mg「トーワ」","4490014F1254","","","6.1mm","2.8mm"
"エピナスチン塩酸塩錠10mg「杏林」","4490014F1262","","","約6mm","約3.1mm"
"エピナスチン塩酸塩錠10mg「JG」","4490014F1270","","","6.0mm","2.8mm"
"エピナスチン塩酸塩錠10mg「イワキ」","4490014F1327","","","6.1mm","3.4mm"
"エピナスチン塩酸塩錠10mg「SN」","4490014F1335","","","6.0mm","2.8mm"
"エピナスチン塩酸塩錠10mg「NIG」","4490014F1351","","","6.0mm","2.8mm"
"エピナスチン塩酸塩錠20mg「ケミファ」","4490014F2250","","","約8.1mm","約3.4mm"
"エピナスチン塩酸塩錠20mg「YD」","4490014F2277","","","約8.1mm","約3.4mm"
"エピナスチン塩酸塩錠20mg「サワイ」","4490014F2285","","","8.1mm","3.6mm"
"エピナスチン塩酸塩錠20mg「トーワ」","4490014F2293","","","8.1mm","3.3mm"
"エピナスチン塩酸塩錠20mg「杏林」","4490014F2307","","","8.2mm","3.5mm"
"エピナスチン塩酸塩錠20mg「JG」","4490014F2315","","","8.0mm","3.5mm"
"エピナスチン塩酸塩錠20mg「SN」","4490014F2366","","","8.0mm","3.5mm"
"エピナスチン塩酸塩錠20mg「イワキ」","4490014F2374","","","8.1mm","3.4mm"
"エピナスチン塩酸塩錠20mg「NIG」","4490014F2390","","","8.1mm","3.9mm"
"アイピーディカプセル50","4490016M1023","5.2mm","5.0mm","",""
"アイピーディカプセル100","4490016M2020","5.8mm","5.5mm","",""
"プランルカスト錠112.5mg「AFP」","4490017F1037","","","7.5mm","2.7mm"
"プランルカスト錠112.5mg「CEO」","4490017F1053","","","7.5mm","2.7mm"
"プランルカスト錠112.5mg「NIG」","4490017F1070","","","7.5mm","2.7mm"
"プランルカスト錠225mg「AFP」","4490017F2033","","","9.5mm","3.3mm"
"プランルカスト錠225mg「CEO」","4490017F2050","","","9.5mm","3.4mm"
"プランルカスト錠225mg「NIG」","4490017F2076","","","9.5mm","3.4mm"
"オノンカプセル112.5mg","4490017M1036","約16.0mm","約5.7mm","",""
"エバスチン錠5mg「YD」","4490019F1087","","","約6.1mm","約3.1mm"
"エバスチン錠5mg「サワイ」","4490019F1117","","","6.1mm","3.0mm"
"エバスチン錠5mg「トーワ」","4490019F1133","","","6.1mm","2.8mm"
"エバスチン錠5mg「杏林」","4490019F1184","","","6.6mm","3.2mm"
"エバステル錠10mg","4490019F2024","約10.1mm","約5.1mm","","約3.1mm"
"エバスチン錠10mg「NS」","4490019F2067","10.2mm","5.1mm","",""
"エバスチン錠10mg「YD」","4490019F2083","約10.2mm","","","約3.7mm"
"エバスチン錠10mg「サワイ」","4490019F2113","","","5.1mm×10.1mm","3.2mm"
"エバスチン錠10mg「トーワ」","4490019F2130","10.1mm","5.1mm","","3.2mm"
"エバスチン錠10mg「杏林」","4490019F2180","","","長径：10.1mm短径：5.1mm","3.2mm"
"エバステルOD錠5mg","4490019F3020","","","約6.5mm","約2.4mm"
"エバスチンOD錠5mg「NP」","4490019F3055","","","6.5mm","2.3mm"
"エバスチンOD錠5mg「ZE」","4490019F3071","","","6.5mm","2.3mm"
"エバスチンOD錠5mg「サワイ」","4490019F3101","","","6.5mm","2.3mm"
"エバスチンOD錠5mg「YD」","4490019F3152","","","約6mm","約2.2mm"
"エバスチンOD錠5mg「杏林」","4490019F3187","","","6.5mm","2.6 mm"
"エバステルOD錠10mg","4490019F4027","","","約8mm","約3.1mm"
"エバスチンOD錠10mg「NP」","4490019F4051","","","8.0mm","3.1mm"
"エバスチンOD錠10mg「ZE」","4490019F4078","","","8.0mm","3.1mm"
"エバスチンOD錠10mg「サワイ」","4490019F4108","","","8.0mm","3.1mm"
"エバスチンOD錠10mg「YD」","4490019F4159","","","約7.5mm","約3.2mm"
"エバスチンOD錠10mg「杏林」","4490019F4183","","","8.0 mm","3.6mm"
"ジルテック錠5","4490020F1020","","","約6mm","約3mm"
"セチリジン塩酸塩錠5mg「CH」","4490020F1047","","","6.1mm","2.9mm"
"セチリジン塩酸塩錠5mg「PH」","4490020F1110","","","6.1 mm","2.9mm"
"セチリジン塩酸塩錠5mg「TCK」","4490020F1136","","","6.1mm","2.9mm"
"セチリジン塩酸塩錠5mg「YD」","4490020F1160","","","約6.1mm","約2.9mm"
"セチリジン塩酸塩錠5mg「イワキ」","4490020F1187","","","6.1mm","2.8mm"
"セチリジン塩酸塩錠5mg「サワイ」","4490020F1225","","","6.1mm","3.0mm"
"セチリジン塩酸塩錠5mg「ツルハラ」","4490020F1268","","","約6.1mm","約2.8mm"
"セチリジン塩酸塩錠5mg「トーワ」","4490020F1284","","","5.6mm","2.4mm"
"セチリジン塩酸塩錠5mg「日医工」","4490020F1292","","","6.0mm","2.8mm"
"セチリジン塩酸塩錠5mg「NIG」","4490020F1365","","","6.1mm","2.9mm"
"セチリジン塩酸塩錠5mg「ニプロ」","4490020F1373","","","6.1mm","2.9mm"
"ジルテック錠10","4490020F2027","","","約7mm","約3mm"
"セチリジン塩酸塩錠10mg「CH」","4490020F2043","","","7.1mm","3.0mm"
"セチリジン塩酸塩錠10mg「PH」","4490020F2116","","","7.1mm","3.0mm"
"セチリジン塩酸塩錠10mg「TCK」","4490020F2132","","","7.1mm","3.0mm"
"セチリジン塩酸塩錠10mg「YD」","4490020F2167","","","約7.1mm","約3.1mm"
"セチリジン塩酸塩錠10mg「イワキ」","4490020F2183","","","7.1mm","3.0mm"
"セチリジン塩酸塩錠10mg「サワイ」","4490020F2221","","","7.1mm","3.1mm"
"セチリジン塩酸塩錠10mg「ツルハラ」","4490020F2264","","","約7.1mm","約3.0mm"
"セチリジン塩酸塩錠10mg「トーワ」","4490020F2280","","","7.1mm","3.0mm"
"セチリジン塩酸塩錠10mg「日医工」","4490020F2299","","","7.0mm","2.9mm"
"セチリジン塩酸塩錠10mg「NIG」","4490020F2361","","","7.1mm","3.3mm"
"セチリジン塩酸塩錠10mg「ニプロ」","4490020F2370","","","7.1mm","3.0mm"
"セチリジン塩酸塩OD錠5mg「サワイ」","4490020F3023","","","7.1mm","4.0mm"
"セチリジン塩酸塩OD錠10mg「サワイ」","4490020F4020","","","9.1mm","5.2mm"
"ラマトロバン錠50mg「KO」","4490021F1033","","","約7mm","約3.2mm"
"ラマトロバン錠75mg「KO」","4490021F2030","","","約8mm","約3.7mm"
"タリオン錠5mg","4490022F1038","","","6.1mm","2.7mm"
"ベポタスチンベシル酸塩錠5mg「タナベ」","4490022F1046","","","6.1mm","2.7mm"
"ベポタスチンベシル酸塩錠5mg「サワイ」","4490022F1097","","","5.6mm","2.5mm"
"ベポタスチンベシル酸塩錠5mg「トーワ」","4490022F1100","","","6.0mm","2.9mm"
"ベポタスチンベシル酸塩錠5mg「日医工」","4490022F1119","","","6.1mm","2.7mm"
"タリオン錠10mg","4490022F2034","","","7.1mm","3.0mm"
"ベポタスチンベシル酸塩錠10mg「タナベ」","4490022F2042","","","7.1mm","3.0mm"
"ベポタスチンベシル酸塩錠10mg「サワイ」","4490022F2093","","","7.1mm","3.0mm"
"ベポタスチンベシル酸塩錠10mg「トーワ」","4490022F2107","","","7.1mm","3.2mm"
"ベポタスチンベシル酸塩錠10mg「日医工」","4490022F2115","","","7.1mm","3.1mm"
"タリオンOD錠5mg","4490022F3022","","","7.0mm","3.55mm"
"ベポタスチンベシル酸塩OD錠5mg「タナベ」","4490022F3030","","","7.0mm","3.55mm"
"ベポタスチンベシル酸塩OD錠5mg「サワイ」","4490022F3057","","","7.0mm","3.6mm"
"ベポタスチンベシル酸塩OD錠5mg「トーワ」","4490022F3065","","","7.0mm","3.4mm"
"ベポタスチンベシル酸塩OD錠5mg「日医工」","4490022F3073","","","7.0mm","3.4mm"
"タリオンOD錠10mg","4490022F4029","","","9.5mm","4.15mm"
"ベポタスチンベシル酸塩OD錠10mg「タナベ」","4490022F4037","","","9.5mm","4.15mm"
"ベポタスチンベシル酸塩OD錠10mg「サワイ」","4490022F4053","","","9.5mm","4.2mm"
"ベポタスチンベシル酸塩OD錠10mg「トーワ」","4490022F4061","","","9.0mm","4.2mm"
"ベポタスチンベシル酸塩OD錠10mg「日医工」","4490022F4070","","","9.5mm","4.0mm"
"アレグラ錠60mg","4490023F1024","12.1mm","5.6mm","","4.1mm"
"フェキソフェナジン塩酸塩錠60mg「NP」","4490023F1083","","","8.6mm","4.2mm"
"フェキソフェナジン塩酸塩錠60mg「SANIK」","4490023F1091","","","12.1×5.6mm","4.1mm"
"フェキソフェナジン塩酸塩錠60mg「TCK」","4490023F1105","12.1mm","5.6mm","","3.85mm"
"フェキソフェナジン塩酸塩錠60mg「YD」","4490023F1121","約12.1mm","約5.6mm","","約4.1mm"
"フェキソフェナジン塩酸塩錠60mg「ZE」","4490023F1130","","","8.6mm","4.2mm"
"フェキソフェナジン塩酸塩錠60mg「杏林」","4490023F1156","12.1mm","","","3.85mm"
"フェキソフェナジン塩酸塩錠60mg「三和」","4490023F1172","12.1mm","5.6mm","","3.9mm"
"フェキソフェナジン塩酸塩錠60mg「トーワ」","4490023F1202","","","8.1mm","3.7mm"
"フェキソフェナジン塩酸塩錠60mg「明治」","4490023F1237","","","8.1（mm）","4.6（mm）"
"フェキソフェナジン塩酸塩錠60mg「サワイ」","4490023F1270","","","12.3mm×5.6mm","4.2mm"
"フェキソフェナジン塩酸塩錠60mg「ツルハラ」","4490023F1296","","","約 7.6mm","約 3.8mm"
"フェキソフェナジン塩酸塩錠60mg「BMD」","4490023F1300","12.1mm","5.6mm","","3.85mm"
"アレグラ錠30mg","4490023F2020","","","6.4mm","3.4mm"
"フェキソフェナジン塩酸塩錠30mg「NP」","4490023F2080","","","6.6mm","3.4mm"
"フェキソフェナジン塩酸塩錠30mg「SANIK」","4490023F2098","","","6.4mm","3.4mm"
"フェキソフェナジン塩酸塩錠30mg「TCK」","4490023F2101","","","6.1mm","3.65mm"
"フェキソフェナジン塩酸塩錠30mg「YD」","4490023F2128","","","約6.6mm","約3.4mm"
"フェキソフェナジン塩酸塩錠30mg「ZE」","4490023F2136","","","6.6mm","3.4mm"
"フェキソフェナジン塩酸塩錠30mg「杏林」","4490023F2152","","","6.1mm","3.65mm"
"フェキソフェナジン塩酸塩錠30mg「三和」","4490023F2179","","","6.6mm","3.3mm"
"フェキソフェナジン塩酸塩錠30mg「トーワ」","4490023F2209","","","6.0mm","3.1mm"
"フェキソフェナジン塩酸塩錠30mg「明治」","4490023F2233","","","6.6（mm）","3.6（mm）"
"フェキソフェナジン塩酸塩錠30mg「サワイ」","4490023F2276","","","6.4mm","3.6mm"
"フェキソフェナジン塩酸塩錠30mg「ツルハラ」","4490023F2292","","","約 6.1mm","約 3.0mm"
"フェキソフェナジン塩酸塩錠30mg「BMD」","4490023F2306","","","6.1mm","3.65mm"
"フェキソフェナジン塩酸塩OD錠60mg「NP」","4490023F3043","","","9.5mm","4.4mm"
"フェキソフェナジン塩酸塩OD錠60mg「トーワ」","4490023F3051","","","11.0mm","4.9mm"
"フェキソフェナジン塩酸塩OD錠60mg「サワイ」","4490023F3108","","","10.0mm","5.1mm"
"フェキソフェナジン塩酸塩OD錠60mg「YD」","4490023F3116","","","約11mm","約4.3mm"
"フェキソフェナジン塩酸塩OD錠30mg「NP」","4490023F4023","","","7.5mm","3.1mm"
"フェキソフェナジン塩酸塩OD錠30mg「トーワ」","4490023F4031","","","8.5mm","4.0mm"
"フェキソフェナジン塩酸塩OD錠30mg「サワイ」","4490023F4066","","","8.0mm","3.8mm"
"オロパタジン塩酸塩錠2.5mg「AA」","4490025F1031","","","約6.6mm","約3.2mm"
"オロパタジン塩酸塩錠2.5mg「BMD」","4490025F1040","","","約6.1mm","約3.2mm"
"オロパタジン塩酸塩錠2.5mg「YD」","4490025F1112","","","約6.1mm","約3.2mm"
"オロパタジン塩酸塩錠2.5mg「ZE」","4490025F1120","","","6.1mm","3.2mm"
"オロパタジン塩酸塩錠2.5mg「杏林」","4490025F1155","","","6.1mm","2.7mm"
"オロパタジン塩酸塩錠2.5mg「サワイ」","4490025F1198","","","6.2mm","2.9mm"
"オロパタジン塩酸塩錠2.5mg「トーワ」","4490025F1236","","","5.6mm","2.6mm"
"オロパタジン塩酸塩錠2.5mg「日医工」","4490025F1244","","","6.1mm","3.0mm"
"オロパタジン塩酸塩錠2.5mg「明治」","4490025F1279","","","6.1（mm）","2.9（mm）"
"オロパタジン塩酸塩錠2.5mg「クニヒロ」","4490025F1295","","","6.0mm","2.6mm"
"オロパタジン塩酸塩錠2.5mg「NPI」","4490025F1309","","","6.1mm","2.7mm"
"オロパタジン塩酸塩錠2.5mg「TSU」","4490025F1317","","","約6.1mm","約2.7mm"
"オロパタジン塩酸塩錠5mg「AA」","4490025F2038","","","約7.1mm","約3.0mm"
"オロパタジン塩酸塩錠5mg「BMD」","4490025F2046","","","約7.1mm","約3.1mm"
"オロパタジン塩酸塩錠5mg「YD」","4490025F2119","","","約7.1mm","約3.1mm"
"オロパタジン塩酸塩錠5mg「ZE」","4490025F2127","","","7.1mm","3.1mm"
"オロパタジン塩酸塩錠5mg「杏林」","4490025F2151","","","7.1mm","2.8mm"
"オロパタジン塩酸塩錠5mg「サワイ」","4490025F2194","","","7.2mm","3.0mm"
"オロパタジン塩酸塩錠5mg「トーワ」","4490025F2232","","","7.1mm","3.2mm"
"オロパタジン塩酸塩錠5mg「日医工」","4490025F2240","","","7.1mm","3.1mm"
"オロパタジン塩酸塩錠5mg「明治」","4490025F2275","","","7.1（mm）","2.9（mm）"
"オロパタジン塩酸塩錠5mg「クニヒロ」","4490025F2291","","","7.0mm","3.0mm"
"オロパタジン塩酸塩錠5mg「NPI」","4490025F2305","","","7.1mm","2.8mm"
"オロパタジン塩酸塩錠5mg「TSU」","4490025F2313","","","約6.6mm","約3.0mm"
"オロパタジン塩酸塩OD錠2.5mg「明治」","4490025F3077","","","6.1（mm）","2.6（mm）"
"オロパタジン塩酸塩OD錠2.5mg「トーワ」","4490025F3140","","","6.0mm","3.0mm"
"オロパタジン塩酸塩OD錠2.5mg「サワイ」","4490025F3158","","","7.0mm","2.3mm"
"オロパタジン塩酸塩OD錠2.5mg「杏林」","4490025F3182","","","6.5mm","2.7mm"
"オロパタジン塩酸塩OD錠2.5mg「NIG」","4490025F3204","","","6.5mm","2.3mm"
"オロパタジン塩酸塩OD錠5mg「明治」","4490025F4073","","","7.1（mm）","3.1（mm）"
"オロパタジン塩酸塩OD錠5mg「トーワ」","4490025F4146","","","8.0mm","3.5mm"
"オロパタジン塩酸塩OD錠5mg「サワイ」","4490025F4154","","","8.5mm","3.2mm"
"オロパタジン塩酸塩OD錠5mg「杏林」","4490025F4189","","","8.0mm","3.6mm"
"オロパタジン塩酸塩OD錠5mg「NIG」","4490025F4200","","","8.0mm","3.1mm"
"キプレスチュアブル錠5mg","4490026F1044","","","9.5mm","4.4mm"
"シングレアチュアブル錠5mg","4490026F1052","","","9.5mm","4.4mm"
"モンテルカストチュアブル錠5mg「DSEP」","4490026F1079","","","9.5mm","4.7mm"
"モンテルカストチュアブル錠5mg「TCK」","4490026F1125","","","9.5mm","4.5mm"
"モンテルカストチュアブル錠5mg「YD」","4490026F1133","","","約9.5mm","約4.5mm"
"モンテルカストチュアブル錠5mg「ケミファ」","4490026F1176","","","9.6mm","4.3mm"
"モンテルカストチュアブル錠5mg「サワイ」","4490026F1184","","","9.5mm","4.4mm"
"モンテルカストチュアブル錠5mg「三和」","4490026F1206","","","約9.1mm","約2.9mm"
"モンテルカストチュアブル錠5mg「トーワ」","4490026F1257","","","9.0mm","4.1mm"
"モンテルカストチュアブル錠5mg「日医工」","4490026F1265","","","9.5mm","4.7 mm"
"モンテルカストチュアブル錠5mg「ニプロ」","4490026F1273","","","9.5mm","4.7mm"
"キプレス錠10mg","4490026F2040","","","8.0mm","4.1mm"
"シングレア錠10mg","4490026F2059","","","8.0mm","4.1mm"
"モンテルカスト錠10mg「KM」","4490026F2067","","","8.0mm","4.1mm"
"モンテルカスト錠10mg「CEO」","4490026F2083","","","8.0mm","4.1mm"
"モンテルカスト錠10mg「DSEP」","4490026F2105","","","8.1mm","4.1mm"
"モンテルカスト錠10mg「TCK」","4490026F2156","","","8.1mm","4.1mm"
"モンテルカスト錠10mg「YD」","4490026F2164","","","約8.1mm","約4.1mm"
"モンテルカスト錠10mg「ケミファ」","4490026F2202","","","8.1mm","3.9mm"
"モンテルカスト錠10mg「三和」","4490026F2229","","","約8.1mm","約4.3mm"
"モンテルカスト錠10mg「トーワ」","4490026F2270","","","8.0mm","3.8mm"
"モンテルカスト錠10mg「日医工」","4490026F2288","","","8.0mm","4.1mm"
"モンテルカスト錠10mg「ニプロ」","4490026F2318","","","8.1mm","4.1mm"
"モンテルカスト錠10mg「ツルハラ」","4490026F2342","","","約 8.1mm","約 4.0mm"
"モンテルカスト錠10mg「サワイ」","4490026F2369","","","8.1mm","4.0mm"
"キプレス錠5mg","4490026F3020","7.6mm","5.6mm","","2.9mm"
"シングレア錠5mg","4490026F3039","7.6mm","5.6mm","","2.9mm"
"モンテルカスト錠5mg「KM」","4490026F3047","7.6mm","5.6mm","","2.9mm"
"モンテルカスト錠5mg「CEO」","4490026F3063","7.5mm","5.5mm","","2.9mm"
"モンテルカスト錠5mg「DSEP」","4490026F3080","7.6mm","5.6mm","","2.9mm"
"モンテルカスト錠5mg「TCK」","4490026F3136","","","6.6mm","3.1mm"
"モンテルカスト錠5mg「YD」","4490026F3144","","","約6.6mm","約3.1mm"
"モンテルカスト錠5mg「ケミファ」","4490026F3187","7.7mm","5.7mm","","2.9mm"
"モンテルカスト錠5mg「三和」","4490026F3209","約7.6mm","約5.6mm","","約3.1mm"
"モンテルカスト錠5mg「トーワ」","4490026F3250","7.5mm","5.7mm","","2.9mm"
"モンテルカスト錠5mg「日医工」","4490026F3268","","","7.6×5.6mm","2.8mm"
"モンテルカスト錠5mg「ニプロ」","4490026F3292","7.6mm","5.6mm","","2.9mm"
"モンテルカスト錠5mg「ツルハラ」","4490026F3322","","","約 6.1mm","約 3.1mm"
"モンテルカスト錠5mg「サワイ」","4490026F3349","","","7.6mm×5.6mm","3.0mm"
"キプレスOD錠10mg","4490026F4027","","","約9.2mm","約6.2mm"
"シングレアOD錠10mg","4490026F4035","","","約9.2mm","約6.2mm"
"モンテルカストOD錠10mg「明治」","4490026F4086","","","9（mm）","4.3（mm）"
