"名称","個別医薬品コード","長径","短径","直径","厚さ"
"フォシーガ錠5mg","3969019F1027","","","7.1","3.2"
"フォシーガ錠10mg","3969019F2023","10.9","7.9","","4.0"
"ルセフィ錠2.5mg","3969020F1020","","","7.1","3.2"
"ルセフィ錠5mg","3969020F2026","","","8.6","5.0"
"ルセフィODフィルム2.5mg","3969020F3022","","","","70"
"カナグル錠100mg","3969022F1029","","","7.6","3.4"
"カナグルOD錠100mg","3969022F2025","","","9.5","4.4"
"ザファテック錠50mg","3969024F1028","8.2","4.7","","3.1"
"ザファテック錠100mg","3969024F2024","11.0","5.6","","3.8"
"ザファテック錠25mg","3969024F3020","","","6.1","3.3"
"ツイミーグ錠500mg","3969026F1027","17.6","7.1","","5.3"
"ダパグリフロジン錠5mg「サワイ」","39690B6F1027","","","7.1","3.2"
"ダパグリフロジン錠5mg「ニプロ」","39690B6F1035","","","7.1","3.2"
"ダパグリフロジン錠5mg「TSP」","39690B6F1043","","","6.8","3.9"
"ダパグリフロジン錠10mg「サワイ」","39690B6F2023","","","8.6","4.4"
"ダパグリフロジン錠10mg「ニプロ」","39690B6F2031","10.9","7.9","","4.0"
"ダパグリフロジン錠10mg「TSP」","39690B6F2040","11.2","6.9","","4.5"
"ダパグリフロジンOD錠5mg「サワイ」","39690B6F3020","","","7.1","3.1"
"ダパグリフロジンOD錠10mg「サワイ」","39690B6F4026","","","8.6","4.3"
"メタクト配合錠LD","3969100F1020","13.7","8.7","","6.6"
"メタクト配合錠HD","3969100F2027","14.2","9.2","","6.5"
"ソニアス配合錠LD","3969101F1025","","","7.1","3.3"
"ソニアス配合錠HD","3969101F2021","","","8.1","3.3"
"グルベス配合錠","3969102F1020","10.0","5.0","","3.0"
"グルベス配合OD錠","3969102F2026","","","8.0","3.9"
"リオベル配合錠LD","3969103F1024","","","8.7","5.0"
"リオベル配合錠HD","3969103F2020","","","8.7","5.0"
"エクメット配合錠LD","3969104F1029","14.2","5.7","","5.0"
"メホビル配合錠LD「トーワ」","3969104F1037","13.2","5.8","","4.7"
"メホビル配合錠LD「日新」","3969104F1045","13.6","6.4","",""
"エクメット配合錠HD","3969104F2025","17.1","6.8","","6.0"
"メホビル配合錠HD「トーワ」","3969104F2033","16.1","7.1","","5.8"
"メホビル配合錠HD「日新」","3969104F2041","16.5","7.8","",""
"イニシンク配合錠","3969105F1023","13.7","8.7","","6.6"
"カナリア配合錠","3969106F1028","","","8.6","4.5"
"カナリア配合OD錠","3969106F2024","","","9.5","4.4"
"スージャヌ配合錠","3969107F1022","","","9.6","4.6"
"メトアナ配合錠LD","3969109F1021","15.0","6.4","","5.3"
"メトアナ配合錠HD","3969109F2028","18.2","7.7","","6.4"
"メホビル配合錠LD「TCK」","39691A0F1067","14.7","5.8","","4.7"
"メホビル配合錠HD「TCK」","39691A0F2063","15.7","7.1","","6.3"
"ATP腸溶錠20mg「AFP」","3992001F1360","","","7.0","3.7"
"ブレディニン錠25","3999002F1020","","","7.8","3.1"
"ミゾリビン錠25mg「サワイ」","3999002F1039","","","6.0","2.4"
"ブレディニン錠50","3999002F2027","","","8.6","3.6"
"ミゾリビン錠50mg「サワイ」","3999002F2035","","","8.0","2.8"
"ブレディニンOD錠25","3999002F3023","","","7.5","2.25"
"ブレディニンOD錠50","3999002F4020","","","9.0","3.35"
"フオイパン錠100mg","3999003F1297","","","6.6","4.0"
"カモスタットメシル酸塩錠100mg「サワイ」","3999003F1319","","","7.1","3.3"
"カモスタットメシル酸塩錠100mg「日医工」","3999003F1335","","","6.6","3.5"
"カモスタットメシル酸塩錠100mg「トーワ」","3999003F1360","","","6.6","4.1"
"カモスタットメシル酸塩錠100mg「NP」","3999003F1378","","","6.5","3.8"
"カモスタットメシル酸塩錠100mg「ツルハラ」","3999003F1386","","","6.6","4.3"
"シクロスポリンカプセル10mg「BMD」","3999004M3080","8","5","",""
"シクロスポリンカプセル10mg「TC」","3999004M3129","8","5","",""
"シクロスポリンカプセル10mg「サンド」","3999004M3137","8.9","6.7","",""
"シクロスポリンカプセル25mg「BMD」","3999004M4087","12","6","",""
"シクロスポリンカプセル25mg「TC」","3999004M4125","10","6.8","",""
"シクロスポリンカプセル25mg「サンド」","3999004M4133","14","8.2","",""
"シクロスポリンカプセル50mg「BMD」","3999004M5083","17","7","",""
"シクロスポリンカプセル50mg「TC」","3999004M5121","18","6.5","",""
"シクロスポリンカプセル50mg「サンド」","3999004M5130","21.9","8.5","",""
"アザニン錠50mg","3999005F1040","","","8.0","3.0"
"イムラン錠50mg","3999005F1059","","","7.4","3.0"
"ハイチオール錠40","3999006F1037","","","6.2","3.0"
"ハイチオール錠80","3999006F2033","","","8.2","3.5"
"ダイドロネル錠200","3999010F1025","","","9","3.5"
"エパルレスタット錠50mg「YD」","3999013F1096","","","7","2.9"
"キネダック錠50mg","3999013F1231","","","6.7","3.9"
"エパルレスタット錠50mg「サワイ」","3999013F1304","","","6.7","3.8"
"エパルレスタット錠50mg「トーワ」","3999013F1339","","","6.7","3.8"
"エパルレスタット錠50mg「ケミファ」","3999013F1347","","","6.7","3.8"
"エパルレスタット錠50mg「NP」","3999013F1355","","","6.7","3.5"
"エパルレスタット錠50mg「フソー」","3999013F1363","","","6.6","3.9"
"エパルレスタット錠50mg「DSEP」","3999013F1371","","","6.6","3.7"
"エパルレスタット錠50mg「杏林」","3999013F1380","","","6.6","3.7"
"エパルレスタット錠50mg「TCK」","3999013F1401","","","6.7","3.7"
"エパルレスタット錠50mg「NIG」","3999013F1428","","","6.7","3.8"
"タクロリムス錠0.5mg「トーワ」","3999014F1023","","","5.6","2.8"
"タクロリムス錠0.5mg「日医工」","3999014F1031","","","5.6","2.8"
"タクロリムス錠1mg「トーワ」","3999014F2020","","","6.1","3.0"
"タクロリムス錠1mg「日医工」","3999014F2038","","","6.1","3.0"
"タクロリムス錠1.5mg「トーワ」","3999014F3026","","","6.6","3.0"
"タクロリムス錠3mg「トーワ」","3999014F4022","","","8.1","3.4"
"タクロリムス錠5mg「トーワ」","3999014F5029","13.6","6.8","","4.6"
"タクロリムス錠5mg「日医工」","3999014F5037","","","13.6","4.6"
"タクロリムス錠2mg「トーワ」","3999014F6033","","","8.1","3.6"
"タクロリムスカプセル1mg「ニプロ」","3999014M1065","11.0","4.8","",""
"タクロリムスカプセル0.5mg「ニプロ」","3999014M2061","11.0","4.8","",""
"タクロリムスカプセル5mg「ニプロ」","3999014M3068","14.2","5.2","",""
"メトトレキサート錠2mg「タナベ」","3999016F1030","12","5.5","","4"
"メトトレキサート錠2mg「トーワ」","3999016F1049","","","7.1","3.2"
"セルセプトカプセル250","3999017M1026","19.6","","",""
"アレンドロン酸錠5mg「DK」","3999018F1048","","","8.0","3.0"
"アレンドロン酸錠5mg「SN」","3999018F1056","","","8.0","3.0"
"アレンドロン酸錠5mg「トーワ」","3999018F1099","","","7.0","3.0"
"アレンドロン酸錠5mg「日医工」","3999018F1102","","","8.0","3.1"
"アレンドロン酸錠5mg「TCK」","3999018F1129","","","6.5","2.3"
"アレンドロン酸錠5mg「YD」","3999018F1137","","","6.5","2.3"
"アレンドロン酸錠5mg「サワイ」","3999018F1145","","","8.0","3.1"
"アレンドロン酸錠5mg「NIG」","3999018F1196","","","8.0","3.0"
"フォサマック錠35mg","3999018F2028","10.3","5.6","","3.6"
"ボナロン錠35mg","3999018F2036","10.3","5.6","","3.6"
"アレンドロン酸錠35mg「DK」","3999018F2044","12.0","6.0","","3.9"
"アレンドロン酸錠35mg「SN」","3999018F2060","12.0","6.0","","3.9"
"アレンドロン酸錠35mg「トーワ」","3999018F2087","10.3","5.6","","3.7"
"アレンドロン酸錠35mg「日医工」","3999018F2095","","","10.3","3.6"
"アレンドロン酸錠35mg「TCK」","3999018F2125","","","10.3","3.8"
"アレンドロン酸錠35mg「YD」","3999018F2133","10.3","5.6","","3.8"
"アレンドロン酸錠35mg「サワイ」","3999018F2141","","","10.3","3.7"
"アレンドロン酸錠35mg「NIG」","3999018F2192","12.0","6.0","","3.9"
"アクトネル錠2.5mg","3999019F1026","","","6.6","3.4"
"ベネット錠2.5mg","3999019F1034","","","6.6","3.4"
"リセドロン酸Na錠2.5mg「FFP」","3999019F1050","","","6.6","3.4"
"リセドロン酸Na錠2.5mg「NP」","3999019F1069","","","6.6","3.4"
"リセドロン酸Na錠2.5mg「トーワ」","3999019F1107","","","6.6","3.0"
"リセドロン酸Na錠2.5mg「日医工」","3999019F1115","","","6.6","3.4"
"リセドロン酸Na錠2.5mg「明治」","3999019F1131","","","6.6","3.4"
"リセドロン酸Na錠2.5mg「F」","3999019F1166","","","6.6","3.3"
"リセドロン酸Na錠2.5mg「サワイ」","3999019F1174","","","6.6","3.5"
"リセドロン酸Na錠2.5mg「サンド」","3999019F1255","","","6.6","3.4"
"アクトネル錠17.5mg","3999019F2022","8.1","4.6","","3.3"
"ベネット錠17.5mg","3999019F2030","8.1","4.6","","3.4"
"リセドロン酸Na錠17.5mg「サワイ」","3999019F2049","","","8.1","3.5"
"リセドロン酸Na錠17.5mg「F」","3999019F2057","7.8","4.8","","3.4"
"リセドロン酸Na錠17.5mg「NP」","3999019F2081","8.1","4.6","","3.4"
"リセドロン酸Na錠17.5mg「サンド」","3999019F2138","8.1","4.6","","3.4"
"リセドロン酸Na錠17.5mg「トーワ」","3999019F2162","","","7.1","3.3"
"リセドロン酸Na錠17.5mg「日医工」","3999019F2170","","","4.6","3.3"
"リセドロン酸Na錠17.5mg「日新」","3999019F2189","8.1","4.6","",""
"リセドロン酸Na錠17.5mg「明治」","3999019F2200","","","","3.4"
"アクトネル錠75mg","3999019F3029","10.2","5.2","","4.0"
"ベネット錠75mg","3999019F3037","10.2","5.2","","4.2"
"リセドロン酸Na錠75mg「トーワ」","3999019F3045","10.2","5.2","","4.2"
"リセドロン酸Na錠75mg「日医工」","3999019F3053","","","10.2","3.7"
"リセドロン酸Na錠75mg「サワイ」","3999019F3061","","","10.2","4.2"
"アラバ錠10mg","3999020F1029","","","7.1","4.1"
"アラバ錠20mg","3999020F2025","","","7.1","4.1"
"アラバ錠100mg","3999020F3021","","","9.6","5.2"
"エビスタ錠60mg","3999021F1023","12.1","6.6","","4.3"
"ラロキシフェン塩酸塩錠60mg「サワイ」","3999021F1031","","","12.2","4.5"
"ラロキシフェン塩酸塩錠60mg「テバ」","3999021F1066","12.2","6.1","","3.7"
"ラロキシフェン塩酸塩錠60mg「トーワ」","3999021F1090","12.1","6.6","","4.4"
"ラロキシフェン塩酸塩錠60mg「日医工」","3999021F1104","","","12.2","4.5"
"ラロキシフェン塩酸塩錠60mg「日新」","3999021F1112","12.2","6.6","",""
"レグパラ錠25mg","3999023F1022","","","8","4"
"レグパラ錠75mg","3999023F2029","","","8","4"
"レグパラ錠12.5mg","3999023F3025","","","6","3.4"
"ピレスパ錠200mg","3999025F1021","12.2","6.4","","4.5"
"ピルフェニドン錠200mg「日医工」","3999025F1030","","","12.3","4.6"
"ボノテオ錠1mg","3999026F1026","","","6.6","3.0"
"リカルボン錠1mg","3999026F1034","","","6.6","3.0"
"ミノドロン酸錠1mg「YD」","3999026F1050","","","6.6","2.8"
"ミノドロン酸錠1mg「サワイ」","3999026F1077","","","6.6","2.8"
"ミノドロン酸錠1mg「トーワ」","3999026F1093","","","6.6","2.8"
"ミノドロン酸錠1mg「日医工」","3999026F1107","","","6.6","2.8"
"ミノドロン酸錠1mg「ニプロ」","3999026F1115","","","6.6","3.0"
"ボノテオ錠50mg","3999026F2022","13.1","7.0","","4.1"
"リカルボン錠50mg","3999026F2030","13.1","7.0","","4.1"
"ミノドロン酸錠50mg「YD」","3999026F2057","13.2","7.2","","4.4"
"ミノドロン酸錠50mg「YD」","3999026F2057","13.2","7.2","","4.4"
"ミノドロン酸錠50mg「サワイ」","3999026F2073","","","13.2","4.4"
"ミノドロン酸錠50mg「トーワ」","3999026F2090","13.1","7.1","","4.2"
"ミノドロン酸錠50mg「日医工」","3999026F2103","","","13.1","4"
"ミノドロン酸錠50mg「ニプロ」","3999026F2111","12.1","6.1","","4.4"
"バゼドキシフェン錠20mg「サワイ」","3999027F1039","","","11.2","5.0"
"イムセラカプセル0.5mg","3999029M1029","15.9","5.8","",""
"ケアラム錠25mg","3999031F1035","","","7.6","4.1"
"イグラチモド錠25mg「サワイ」","3999031F1043","","","7.6","4.1"
"ブフェニール錠500mg","3999032F1021","16","9.5","","6.7"
"エルカルチンFF錠100mg","3999033F1026","","","7.4","4.1"
"レボカルニチンFF錠100mg「トーワ」","3999033F1034","","","8.2","3.8"
"レボカルニチンFF錠100mg「アメル」","3999033F1042","","","7.2","3.2"
"エルカルチンFF錠250mg","3999033F2022","","","10.5","5.4"
"レボカルニチンFF錠250mg「トーワ」","3999033F2030","","","11.2","5.2"
"レボカルニチンFF錠250mg「アメル」","3999033F2049","","","10.3","4.1"
"サデルガカプセル100mg","3999037M1023","18.0","6.2","",""
"プラケニル錠200mg","3999038F1029","12.9","6.2","","4.4"
"ヒドロキシクロロキン硫酸塩錠200mg「DSEP」","3999038F1037","12.9","6.2","","4.4"
"ヒドロキシクロロキン硫酸塩錠200mg「サワイ」","3999038F1045","","","11.2","4.5"
"オフェブカプセル100mg","3999039M1022","16.3","","6.2",""
"オフェブカプセル150mg","3999039M2029","17.6","","7.1",""
"カーバグル分散錠200mg","3999041X1026","18.0","6.0","","4.6"
"オテズラ錠10mg","3999042F1025","8.18","4.42","","3.45"
"オテズラ錠20mg","3999042F2021","10.32","5.55","","4.34"
"オテズラ錠30mg","3999042F3028","11.81","6.35","","4.97"
"オルミエント錠2mg","3999043F1020","9.0","7.5","","3"
"オルミエント錠4mg","3999043F2026","","","8.5","3"
"オルミエント錠1mg","3999043F3022","","","6.75","2.5"
"オルケディア錠1mg","3999044F1024","","","7.2","3.3"
"オルケディア錠2mg","3999044F2020","","","7.2","3.3"
"オルケディア錠4mg","3999044F3027","","","7.2","3.3"
"スマイラフ錠50mg","3999046F1023","","","7.6","3.5"
"スマイラフ錠100mg","3999046F2020","","","9.1","4.8"
"エベレンゾ錠20mg","3999047F1028","","","5.6","3.0"
"エベレンゾ錠50mg","3999047F2024","","","8.1","3.7"
"エベレンゾ錠100mg","3999047F3020","13.1","7.0","","5.0"
"バフセオ錠150mg","3999050F1020","","","8.1","4.4"
"バフセオ錠300mg","3999050F2026","12.9","7.8","","6.0"
"メーゼント錠0.25mg","3999051F1024","","","6.2","2.8"
"メーゼント錠2mg","3999051F2020","","","6.2","2.8"
"エナロイ錠2mg","3999052F1029","","","7.1","3.2"
"エナロイ錠4mg","3999052F2025","","","7.1","3.2"
"ジセレカ錠100mg","3999053F1023","12","7","",""
"ジセレカ錠200mg","3999053F2020","17","8","",""
"エドルミズ錠50mg","3999054F1028","14.1","6.6","","5.2"
"マスーレッド錠5mg","3999055F1022","","","5","2.9"
"マスーレッド錠12.5mg","3999055F2029","","","5.5","2.4"
"マスーレッド錠25mg","3999055F3025","","","7","3.1"
"マスーレッド錠75mg","3999055F4021","11","5","","4.5"
"タブネオスカプセル10mg","3999056M1026","22","8","",""
"ゾキンヴィカプセル50mg","3999061M1027","14.3","5.3","",""
"ゾキンヴィカプセル75mg","3999061M2023","15.9","5.8","",""
"ボイデヤ錠50mg","3999062F1022","","","8","3.8"
"レズロック錠200mg","3999063F1027","14.9","7.5","","5.9"
"ルプキネスカプセル7.9mg","3999065M1025","12.5","6.3","",""
"フジケノン粒状錠125","39990F2F1022","","","4","3.3"
"エンドキサン錠50mg","4211002F1044","","","8.1","4.6"
"アルケラン錠2mg","4219002F1034","","","6.5","3.5"
"テモゾロミド錠20mg「NK」","4219004F1025","","","6.1","2.4"
"テモゾロミド錠100mg「NK」","4219004F2021","","","8.6","4.2"
"ギリアデル脳内留置用剤7.7mg","4219700X1020","","","14.0","1.3"
"カペシタビン錠300mg「サワイ」","4223005F1030","","","13.4","4.8"
"カペシタビン錠300mg「トーワ」","4223005F1049","13.5","7.2","","4.8"
"カペシタビン錠300mg「日医工」","4223005F1057","13.5","7.2","","4.8"
"カペシタビン錠300mg「NK」","4223005F1081","13.4","7.1","","4.8"
"フルダラ錠10mg","4229002F1022","10.8","4.2","","3.3"
"ユーエフティ配合カプセルT100","4229100M2035","6.3","6.0","",""
"エスエーワン配合OD錠T20","4229101F1034","","","7.1","3.2"
"エスエーワン配合OD錠T25","4229101F2030","","","7.6","3.5"
"ノルバデックス錠10mg","4291003F1163","","","8.1","3.3"
"タモキシフェン錠10mg「明治」","4291003F1201","","","7.0","3.0"
"タモキシフェン錠10mg「サワイ」","4291003F1228","","","7.0","3.0"
"タモキシフェン錠10mg「DSEP」","4291003F1252","","","8.1","3.3"
"ノルバデックス錠20mg","4291003F2054","","","10.1","4.4"
"タモキシフェン錠20mg「サワイ」","4291003F2062","","","10.1","4.4"
"タモキシフェン錠20mg「明治」","4291003F2089","","","10.1","4.4"
